8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209217	0.114847	8.44818	0.251553	8.45	0.25	-3.00027	0
8.48426	0.267789	-0.0112531	0.294195	8.56759	0.241943	8.45	0.25	0	0
8.47259	0.254734	-0.00967234	0.0249012	8.45582	0.253997	8.45	0.25	0	0
8.38537	0.255039	-1.12262	-0.00396036	8.42544	0.254042	8.35	0.25	-1.81979	0
8.30013	0.251492	-1.14476	-0.0196223	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08428	0.2455	-2.57377	-0.068002	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.93121	0.186748	-2.59859	-0.297334	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.75398	0.17553	-2.92248	-0.2845	7.61269	0.155818	7.7	0.15	-2.99982	0
7.5948	0.160993	-2.94153	-0.284939	7.54016	0.159641	7.55	0.15	-2.99982	0
7.49207	0.142921	-2.40826	-0.287594	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.3571	0.0766434	-2.41175	-0.436133	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.20252	0.0548657	-2.60889	-0.42975	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.05849	-0.011503	-2.6107	-0.546262	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.95368	-0.0480275	-2.14795	-0.56941	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.83783	-0.165116	-2.1469	-0.796577	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.73167	-0.206278	-2.10404	-0.802047	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62773	-0.343247	-2.10905	-1.05822	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.5942	-0.417511	-1.50664	-1.15169	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.52295	-0.550559	-1.50767	-1.35194	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49261	-0.64697	-1.0138	-1.45767	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.43203	-0.868688	-1.0459	-1.83547	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.35219	-0.957614	-1.27875	-1.7692	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.26943	-1.14099	-1.32355	-1.99949	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.35284	-1.34332	-0.0152264	-2.4762	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.3444	-1.55538	-0.0517012	-2.67814	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.30164	-1.65955	-0.44187	-2.50295	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.26232	-1.8555	-0.501409	-2.69088	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.30735	-2.04972	0.122041	-3.02572	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.31675	-2.21327	0.124086	-3.05699	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.30877	-2.37052	-0.0239074	-2.97831	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.3143	-2.53745	-0.0104183	-2.98518	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.35219	-2.73779	0.316395	-3.19667	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.39038	-2.8791	0.375043	-3.10521	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.39967	-3.02825	0.268493	-3.04444	6.46536	-3.00452	6.45	-3	0	-2.99754
6.42256	-3.1659	0.294937	-3.00536	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.4652	-3.35923	0.530926	-3.18053	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.51486	-3.49937	0.589735	-3.08935	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.57655	-3.70204	0.871367	-3.3062	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.67269	-3.81951	1.0037	-3.13486	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.71931	-3.98705	0.897997	-3.06809	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.80361	-4.10858	0.994033	-2.94213	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.84716	-4.26583	0.91924	-2.8993	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.91956	-4.3901	0.981571	-2.80668	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.94538	-4.52196	0.702879	-2.60431	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01365	-4.61625	0.787977	-2.47602	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.06313	-4.7632	0.861788	-2.54621	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12577	-4.88349	0.903391	-2.49323	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.21897	-5.06434	1.26596	-2.79513	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
7.30122	-5.19328	1.30389	-2.73083	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.35311	-5.33189	1.19425	-2.65544	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.42993	-5.46551	1.22399	-2.62163	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.5016	-5.61717	1.22394	-2.63396	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.60216	-5.71893	1.31565	-2.51978	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.65737	-5.84806	1.2304	-2.46279	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73156	-5.97194	1.24964	-2.43296	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.83701	-6.13947	1.66434	-2.80013	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.93506	-6.26268	1.70428	-2.75468	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.01394	-6.40313	1.51374	-2.60116	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.12688	-6.50693	1.5961	-2.49697	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.1892	-6.62694	1.45651	-2.39054	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.26644	-6.75695	1.45053	-2.38787	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.33864	-6.887	1.45896	-2.40863	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.43465	-6.9953	1.50405	-2.34569	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.4951	-7.10436	1.44973	-2.31062	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.55921	-7.23023	1.4267	-2.33817	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.66341	-7.38377	1.72983	-2.6248	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.74246	-7.52556	1.70859	-2.6522	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.79983	-7.63834	1.34954	-2.33172	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.86743	-7.76666	1.33429	-2.33421	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.94004	-7.89418	1.41888	-2.42537	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.9936	-8.02945	1.37345	-2.46423	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.02226	-8.1225	1.0572	-2.17395	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.07404	-8.24531	1.04121	-2.18372	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15144	-8.38483	1.24313	-2.39138	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19042	-8.52604	1.18123	-2.45039	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.23046	-8.63794	0.958564	-2.23978	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.27101	-8.76859	0.927339	-2.26141	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.39841	-8.97531	1.65133	-3.0087	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.4674	-9.13866	1.61471	-3.04351	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.50499	-9.24639	1.24385	-2.66895	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.56347	-9.37501	1.23705	-2.65886	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.59721	-9.48161	1.0519	-2.47677	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.61426	-9.63185	0.958547	-2.55048	9.54779	-9.64959	9.55	-9.65	0	-3.0002
